videoId,title,description,publishedAt,duration,channelId,channelTitle,thumbnail_url,viewCount,likeCount,commentCount,categoryId,topics
nMjf3JfDJIY,EL FRIO ES MENTAL #comedia,GRACIAS POR VER EL VIDEO TE AGRADESCO GRANDEMENTE TU BONITO APOYO LOS QUIERO MUCHO A TODOS,2023-10-12T00:05:00Z,PT32S,UCd5ApCORQsMOZZz5E9oVeFA,Alfredo Larin,https://i.ytimg.com/vi/nMjf3JfDJIY/default.jpg,60429322,2348537,5656,24,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
tqYpsw0EsK0,ME VOY A VIVIR A MEXICO!!!,GRACIAS POR VER EL VIDEO TE AGRADESCO GRANDEMENTE TU BONITO APOYO LOS QUIERO MUCHO A TODOS,2023-08-05T01:31:23Z,PT37S,UCd5ApCORQsMOZZz5E9oVeFA,Alfredo Larin,https://i.ytimg.com/vi/tqYpsw0EsK0/default.jpg,60597143,2683978,7276,24,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
pvhxWBCxmCU,ASI JUGABAN LOS NIÑOS ANTES,GRACIAS POR VER EL VIDEO TE AGRADESCO GRANDEMENTE TU BONITO APOYO LOS QUIERO MUCHO A TODOS,2023-03-29T23:30:13Z,PT27S,UCd5ApCORQsMOZZz5E9oVeFA,Alfredo Larin,https://i.ytimg.com/vi/pvhxWBCxmCU/default.jpg,59856718,1856778,4243,24,https://en.wikipedia.org/wiki/Video_game_culture
gfonjoZiL9s,EL COME LUZ,GRACIAS POR VER EL VIDEO TE AGRADESCO GRANDEMENTE TU BONITO APOYO LOS QUIERO MUCHO A TODOS,2023-04-26T01:32:00Z,PT16S,UCd5ApCORQsMOZZz5E9oVeFA,Alfredo Larin,https://i.ytimg.com/vi/gfonjoZiL9s/default.jpg,59212636,2407835,4541,24,"https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
sidbmL7MJ90,APRENDAMOS A COMPARTIR,GRACIAS POR VER EL VIDEO TE AGRADESCO GRANDEMENTE TU BONITO APOYO LOS QUIERO MUCHO A TODOS,2023-06-01T00:59:00Z,PT18S,UCd5ApCORQsMOZZz5E9oVeFA,Alfredo Larin,https://i.ytimg.com/vi/sidbmL7MJ90/default.jpg,58897698,2486719,7868,24,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
FiAQ89NY43w,GRACIAS #shorts,,2022-12-29T01:10:00Z,PT20S,UCd5ApCORQsMOZZz5E9oVeFA,Alfredo Larin,https://i.ytimg.com/vi/FiAQ89NY43w/default.jpg,58756567,2057750,8825,24,"https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
3_Da7Gm1Q8A,CUANDO TIENES NOVIA EN LA ESCUELA,GRACIAS POR VER EL VIDEO TE AGRADESCO GRANDEMENTE TU BONITO APOYO LOS QUIERO MUCHO A TODOS,2023-02-14T01:38:41Z,PT50S,UCd5ApCORQsMOZZz5E9oVeFA,Alfredo Larin,https://i.ytimg.com/vi/3_Da7Gm1Q8A/default.jpg,58372885,3064106,5348,24,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
w9eCHnhGnT8,LA MASA #shorts,"GRACIAS POR VER EL VIDEO TE AGRADESCO GRANDEMENTE TU BONITO APOYO LOS QUIERO MUCHO A TODOS FAMILIA LARIN 

SUSCRIBANCE AL CANAL DE LA CHOL AQUI LES DEJO EL LINK SE DIVERTIRAN MUCHO https://www.youtube.com/channel/UCMOZ...

INSTAGRAM: https://www.instagram.com/alfredolarin/

GRACIAS A TODOS POR EL APOYO LOS QUIERO DEMASIADO SON LA MEJOR FAMILIA DEL MUNDO

LOS QUIERO DEMASIADO FAMILIA Y SERA HATA LA PROXIMA QUE NOS VOLVAMOS A VER",2022-08-06T02:21:38Z,PT33S,UCd5ApCORQsMOZZz5E9oVeFA,Alfredo Larin,https://i.ytimg.com/vi/w9eCHnhGnT8/default.jpg,58230530,3061059,2717,24,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
v7SADwuYsb8,MANGOS MANGOS MANGOS,GRACIAS POR VER EL VIDEO TE AGRADESCO GRANDEMENTE TU BONITO APOYO LOS QUIERO MUCHO A TODOS,2023-07-06T01:24:00Z,PT29S,UCd5ApCORQsMOZZz5E9oVeFA,Alfredo Larin,https://i.ytimg.com/vi/v7SADwuYsb8/default.jpg,58148491,2328332,39322,24,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
rUyroCNyHOs,LA CAIDA DE LA ABUELA LARIN #comedia,,2024-03-15T22:06:18Z,PT29S,UCd5ApCORQsMOZZz5E9oVeFA,Alfredo Larin,https://i.ytimg.com/vi/rUyroCNyHOs/default.jpg,58029658,2724715,17925,24,"https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film"
